LineId,Client_IP,Timestamp,Status_Code,Response_Bytes,Refer,Method,Path,Version,User_Agent
1,172.19.131.174,2022/01/24 03:56:53,200,17051,-,GET,/,HTTP/1.0,"""-"""
2,10.143.2.4,2022/01/24 03:56:53,200,9139,-,GET,/,HTTP/1.1,"""WordPress/5.8.3; https://intranet.smith.russellmitchell.com"""
3,10.143.2.4,2022/01/24 03:56:53,200,150,-,POST,/wp-cron.php?doing_wp_cron=1642996613.6725120544433593750000,HTTP/1.1,"""WordPress/5.8.3; https://intranet.smith.russellmitchell.com"""
4,172.19.131.174,2022/01/24 03:56:59,200,21164,-,GET,/,HTTP/1.0,"""-"""
5,172.19.131.174,2022/01/24 03:57:01,404,360,-,POST,/sdk,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
6,172.19.131.174,2022/01/24 03:57:01,404,360,-,GET,/nmaplowercheck1642996621,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
7,172.19.131.174,2022/01/24 03:57:01,404,3287,-,GET,/nmaplowercheck1642996621,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
8,172.19.131.174,2022/01/24 03:57:01,404,3287,-,POST,/sdk,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
9,172.19.131.174,2022/01/24 03:57:01,200,21164,-,GET,/,HTTP/1.0,"""-"""
10,172.19.131.174,2022/01/24 03:57:01,200,18120,-,GET,/,HTTP/1.0,"""-"""
11,172.19.131.174,2022/01/24 03:57:01,404,360,-,GET,/HNAP1,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
12,172.19.131.174,2022/01/24 03:57:01,404,3287,-,GET,/HNAP1,HTTP/1.1,"""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"""
13,172.19.131.174,2022/01/24 03:57:01,200,18157,-,GET,/,HTTP/1.1,"""-"""
14,172.19.131.174,2022/01/24 03:57:01,200,21267,-,GET,/,HTTP/1.1,"""-"""
15,172.19.131.174,2022/01/24 03:57:26,404,3383,-,GET,/randomfile1,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
16,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/frand2,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
17,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.bash_history,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
18,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.bashrc,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
19,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.cache,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
20,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.config,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
21,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.cvs,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
22,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.cvsignore,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
23,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.forward,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
24,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.git/HEAD,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
25,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.history,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
26,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.hta,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
27,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.hta_,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
28,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.htaccess,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
29,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.htaccess_,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
30,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.htpasswd,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
31,172.19.131.174,2022/01/24 03:57:26,403,366,-,GET,/.htpasswd_,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
32,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.listing,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
33,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.listings,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
34,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.mysql_history,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
35,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.passwd,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
36,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.perf,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
37,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.profile,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
38,172.19.131.174,2022/01/24 03:57:26,404,363,-,GET,/.rhosts,HTTP/1.1,"""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"""
